ID,conversation_id_str,created_at,favorite_count,full_text,id_str,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,translated_text,sentiment
1046,1.81E+18,Sat Jul 13 14:14:18 +0000 2024,0,น้องชมพูหวานๆ น่ารักสุบๆไปเลยคับบ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,und,0,0,0,https://x.com/PoooohPR/status/1812128424544415894,846333421,PoooohPR,Sweet pink girl So cute. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1047,1.81E+18,Sat Jul 13 14:48:43 +0000 2024,0,die schönsten Hoodies,1.81E+18,de,0,0,0,https://x.com/jaemininarak/status/1812137086147015061,1.10E+18,jaemininarak,the most beautiful hoodies,Positive
1048,1.81E+18,Sat Jul 13 14:15:36 +0000 2024,0,DAY 15 our project leader and photographer PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,0,0,0,https://x.com/cinnamononoo/status/1812128752530489373,1.66E+18,cinnamononoo,DAY 15 our project leader and photographer PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1049,1.81E+18,Sat Jul 13 12:36:20 +0000 2024,1,ซื้อชั้นวางใสมาใช้ วางLP น้องแจมินแล้วรุ้สึกว่าห้องดูติดแกรมขึ้น200,1.81E+18,th,0,1,5,https://x.com/Itsfirst_2nd/status/1812103769104290012,8.21E+17,Itsfirst_2nd,Bought a clear shelf and used it to place Little Jaemin's LP and felt like the viewing room got 200 grams.,Positive
1050,1.81E+18,Sat Jul 13 14:09:13 +0000 2024,0,NANA MAGAZINE ISSUE HAS ARRIVED PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,1,0,0,https://x.com/31x04dwahhx/status/1812127143150973202,213950623,31x04dwahhx,NANA MAGAZINE ISSUE HAS ARRIVED PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Neutral
1051,1.81E+18,Sat Jul 13 13:41:01 +0000 2024,241,มาร่วมกันแท็กเป็นกำลังใจคุณช่างภาพ ด้วยการแชร์ภาพพร้อมติดแท็กกันค่ะ 𝗗𝗔𝗬 𝟭𝟱 แชร์รูปของแจมินกับสีผมที่ชอบที่สุด Your favorite JAEMIN s hair color PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,3,119,634,https://x.com/jaemin_th/status/1812120048515076194,3235352208,jaemin_th,Let's come together and tag to support photographers. By sharing pictures and tagging 𝗗𝗔𝗬 𝟭𝟱 Share pictures of Jaemin with your favorite hair color. Your favorite JAEMIN s hair color PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1052,1.81E+18,Sat Jul 13 14:46:27 +0000 2024,4,Sleep tight my photographer PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,0,0,12,https://x.com/onyourjbow/status/1812136512693440821,1.12E+18,onyourjbow,Sleep tight my photographer PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1053,1.81E+18,Sat Jul 13 14:35:08 +0000 2024,4,ห้องนี้เป็นห้องที่เซอไพร์ละชอบสุดในนิทรรศการเลย มันมีลูกเล่นยุ ห้องจำลองเหมือนได้ลองเปนคนล้างรูปส่องดูรายละเอียดภาพที่ถ่ายออกมา อยู่เพลินมากๆ,1.81E+18,th,0,1,0,https://x.com/wrtorn/status/1812133667789316380,2739208610,wrtorn,This room is the most surprising and favorite room in the exhibition. It has gimmicks. The simulation room is like trying to be a photo editor and looking at the details of the photos that were taken. Very enjoyable stay,Positive
1054,1.81E+18,Sat Jul 13 14:13:08 +0000 2024,0,ใครจะทำแบบน้องแจมินได้ ยิ้มเห็นฟันข้างบนไม่เกินหกซี่ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,0,0,https://x.com/bubble25000/status/1812128128556483034,2470747548,bubble25000,Who can do what Jaemin does? Smile with no more than six teeth visible at the top. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1055,1.81E+18,Wed Jul 17 03:00:02 +0000 2024,8686,NARCISSISM JAEMIN 1st PHOTO EXHIBITION VISITOR GUIDE NOTICE,1.81E+18,en,647,199,6720,https://x.com/NA_RCISSISM_/status/1813408290807640328,1.80E+18,NA_RCISSISM_,NARCISSISM JAEMIN 1st PHOTO EXHIBITION VISITOR GUIDE NOTICE,Neutral
1056,1.81E+18,Wed Jul 17 15:13:33 +0000 2024,1849,pick up,1.81E+18,en,11,0,1354,https://x.com/Mingocken/status/1813592886807806387,1.59E+18,Mingocken,pick up,Neutral
1057,1.81E+18,Wed Jul 17 03:15:44 +0000 2024,381,1 reply 1 like for our photographer jaeminie วันนี้ประกาศอย่างเป็นทางการแล้วว่านิทรรศการจะขยายถึงวันที่ 31 07 แถมยังประกาศอีเว้นรอบสอง แล้วยังมีกู้ดรอบ 2 มาโชว์ตัวที่งานด้วย PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,2,297,1374,https://x.com/mcdtournesol/status/1813412241695531163,595455100,mcdtournesol,"1 reply 1 like for our photographer jaeminie Today it was officially announced that the exhibition will be extended until 31 07 and also announced a second round of events. And there is also Good, round 2, coming to show at the event as well. PHOTOGRAPHER JAEMIN 1ST EXHIBITION",Positive
1058,1.81E+18,Wed Jul 17 03:31:34 +0000 2024,308,ขอเสียงให้แจมมี่หน่อ ค้า ฉลองงา ขยายเวล PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,und,0,137,993,https://x.com/withmindie/status/1813416223763484945,208479167,withmindie,"Requesting a voice for Jammy Nokkha to celebrate Sesame, extending the time PHOTOGRAPHER JAEMIN 1ST EXHIBITION",Positive
1059,1.81E+18,Thu Jul 18 02:31:47 +0000 2024,100,1 mention for jaemin Day20 w เวลาผ่านไปเร็วมากๆ แจมินเก่งมากจริงๆ การเตรียมงานต่างๆแจมินวางแพลนมาอย่างดีเลย ดีใจที่แจมินได้ทำสิ่งที่ชอบและได้ผลตอบรับที่ดีขนาดนี้ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,100,332,https://x.com/thereisjaemin/status/1813763570527858807,1.17E+18,thereisjaemin,1 mention for jaemin Day20 w Time flies so fast. Jaemin is really talented. Jaemin's preparation for various events was well planned. I'm glad that Jaemin is able to do what he likes and get such good feedback. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1060,1.81E+18,Thu Jul 18 03:11:06 +0000 2024,265,1 like 1 reply for วันนี้ก็แวะมาขอคนละเมนชั่น เป็นกำลังใจให้คุณช่างภาพแจมินของเรากันอีกวันค่ะ ขอให้ทุกคนมีวันที่น่ารักนะคะ PHOTOGRAPHER JAEMIN,1.81E+18,th,0,331,936,https://x.com/mcdtournesol/status/1813773462986449076,595455100,mcdtournesol,1 like 1 reply for Today I stopped by to ask for a different comment. Let's cheer up for our photographer Jaemin for another day. Hope everyone has a lovely day. PHOTOGRAPHER JAEMIN,Positive
1061,1.81E+18,Fri Jul 19 10:46:26 +0000 2024,173,บูสบูสเอนเนอจี้ยามเยน ขอ 1 rt 1 mention ให้คุณช่างภาพ คนเก่งหน่อยค่ะ ฅ ̳ · ̳ฅ PHOTOGRAPHER JAEMIN,1.81E+18,th,0,129,458,https://x.com/_mytriplej/status/1814250438080045197,1.28E+18,_mytriplej,Boost Boost Energy when you get 1 rt 1 mention for the photographer. Please be a smart person. ฅ ̳ · ̳ฅ PHOTOGRAPHER JAEMIN,Positive
1062,1.81E+18,Thu Jul 18 01:12:29 +0000 2024,9,Day 20 แล้วยังภูมิใจในตัวแจมินตั้งแต่วันแรกที่ประกาศจัดนิทรรศการจนถึงวันนี้เลยนะคนเก่ง ยินดีด้วยกับการขายบัตรรอบล่าสุดหมดนะคับ ขอให้ทั้งแจมินและทุกคนที่รักแจมินมีวันที่ดีและมีความสุขอยู่เสมอเลยนะคะ PHOTOGRAPHER JAEMIN,1.81E+18,th,0,1,35,https://x.com/mintthyr/status/1813743610501935590,1.18E+18,mintthyr,"Day 20 and I'm still proud of Jaemin from the first day the exhibition was announced until today, you talented person. Congratulations on all the latest round of ticket sales. May both Jaemin and everyone who loves Jaemin always have good days and be happy. PHOTOGRAPHER JAEMIN",Positive
1063,1.81E+18,Fri Jul 19 00:29:52 +0000 2024,23,วันที่ 21 สามสัปดาห์แล้วที่เราได้ดูรูปสวยๆบางส่วนของช่างภาพนาแจมินไม่มีวันไหนที่จะไม่มีความสุขเลย แจมินถ่ายรูปออกมาดีและเก่งมากๆ เลยนะ วันนี้ก็ขอให้งานราบรื่นและทุกคนรวมถึงแจมินมีวันที่ดีอยู่เสมอเช่นกันนะคับ PHOTOGRAPHER JAEMIN,1.81E+18,th,0,12,70,https://x.com/mintthyr/status/1814095275369414860,1.18E+18,mintthyr,"Day 21 It's been three weeks since we've looked at some of photographer Na Jae Min's beautiful photos, and there hasn't been a day that hasn't gone by without being happy. Jaemin took good photos and was really good at it. I hope everyone's work goes smoothly today and everyone including Jaemin always has a good day. PHOTOGRAPHER JAEMIN",Positive
1064,1.81E+18,Fri Jul 19 08:35:44 +0000 2024,767,มาลองเสื้อ 2 แบบฉบับคนสูง 160 53 [ ขนาดตัว 32 27 37] พอลองจริงๆแล้วฮือ ชอบหมด ทำไงดี รูปเพิ่มเติมในเมนชั่นคับ,1.81E+18,th,35,1,1203,https://x.com/agirlshortlegs/status/1814217545437880830,8.65E+17,agirlshortlegs,"Let's try on two styles of shirts for people who are 160 53 tall [body size 32 27 37]. When I actually tried them on, I liked them all. What should I do? More pictures in the comments.",Positive
1065,1.81E+18,Wed Jul 17 01:16:54 +0000 2024,339,1 rt mention มาเป็นกำลังใจให้พี่ช่างภาพ กันจนถึงวันจบงานกันเลยนะคะ นี่เป็นผลงานหนึ่งที่ชอบที่สุดในนิทรรศการเลย พี่แจมินถ่ายจงเฉินเล่อได้ออกมาหล่อมา ยืนมองอยู่นาน ติดใจจ หล่อมา PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,230,1009,https://x.com/yournananut/status/1813382335813021873,2842487948,yournananut,"1 rt mention come and support the photographer. Until the end of the work day. This is one of my favorite works in the exhibition. Jaemin hyung took a photo of Zhong Chenle and he came out handsome. Standing and looking for a long time, I'm fascinated by how handsome he is. PHOTOGRAPHER JAEMIN 1ST EXHIBITION",Positive
1066,1.81E+18,Fri Jul 19 03:03:26 +0000 2024,173,day 21 ︎ rt mention ให้นิทรรศการ และเป็นกำลังใจให้คุณช่างภาพคนเก่งกันค่ะ ᯓ PHOTOGRAPHER JAEMIN,1.81E+18,th,0,180,544,https://x.com/fallinkmm/status/1814133921497632961,1.51E+18,fallinkmm,day 21 ︎ rt mention the exhibition and give encouragement to talented photographers. ᯓ PHOTOGRAPHER JAEMIN,Positive
1067,1.81E+18,Fri Jul 19 02:10:37 +0000 2024,6,Day 21 ถ้าไม่มีงานนี้ที่แจมินตั้งใจจัด เราก็จะไม่ได้เห็นรูปสวยๆ รูปโมเม้นน่ารักๆ เลย ขอบคุณแจมินมาก นะคะ PHOTOGRAPHER JAEMIN,1.81E+18,th,0,1,10,https://x.com/septuesday26th/status/1814120629274370439,2482504992,septuesday26th,Day 21 If there wasn't this event that Jaemin planned to organize We will not be able to see beautiful pictures. Such a cute moment picture. Thank you very much to Jaemin. PHOTOGRAPHER JAEMIN,Positive
1068,1.81E+18,Thu Jul 18 02:18:08 +0000 2024,74,[เปิดพรี] KEYRING NCT มี NCT DREAM 127 WayV WISH ราคาพจก 400 ชิ้น ปกหน้าแยก 80 ชิ้น ค่าส่งเหมา 40 ปิดพรี 31 7 ค่ะ สงสัยทักสอบถามได้เลยค่า,1.81E+18,th,1,0,34,https://x.com/kangx1o/status/1813760134155501624,2971283990,kangx1o,"[Open for pre-order] KEYRING NCT has NCT DREAM 127 WayV WISH. Price is 400 pieces, separate front cover 80 pieces, shipping fee is 40, pre-order is 31 7. If you are curious, you can talk to us.",Neutral
1069,1.81E+18,Fri Jul 19 16:35:00 +0000 2024,626,NARCISSISM,1.81E+18,pt,4,2,426,https://x.com/01pdkj/status/1814338157632274541,1.41E+18,01pdkj,NARCISSISM,Neutral
1070,1.81E+18,Tue Jul 16 00:47:11 +0000 2024,1633,day 18 narcissism by photographer jaemin leggo PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,4,201,585,https://x.com/jungshasa/status/1813012467787964484,1.31E+18,jungshasa,day 18 narcissism by photographer jaemin leggo PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1071,1.81E+18,Tue Jul 16 01:40:27 +0000 2024,215,nanadoongie RT REPLY with‼ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,1,97,173,https://x.com/dailyjaeminn_/status/1813025875690201131,1.79E+18,dailyjaeminn_,nanadoongie RT REPLY with‼ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Neutral
1072,1.81E+18,Wed Jul 17 03:04:15 +0000 2024,1520,2nd มาแล้วทุกคน พรีวันที่ 22 7 นี้นะคะ บอสนารับเรื่องดำเนินการแล้ว PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,53,1,4718,https://x.com/milinajane/status/1813409349303431342,1.27E+18,milinajane,2nd is here everyone. Pre-order on the 22nd 7th. Boss Na has accepted the matter. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1073,1.81E+18,Wed Jul 17 03:00:22 +0000 2024,6441,NARCISSISM JAEMIN 1st PHOTO EXHIBITION ARTIST TALK BOOK SIGNING 2nd EVENT NOTICE,1.81E+18,en,672,253,4980,https://x.com/NA_RCISSISM_/status/1813408374941471133,1.80E+18,NA_RCISSISM_,NARCISSISM JAEMIN 1st PHOTO EXHIBITION ARTIST TALK BOOK SIGNING 2nd EVENT NOTICE,Neutral
1074,1.81E+18,Tue Jul 16 00:06:37 +0000 2024,565,Day 18 with narcissism PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,4,246,415,https://x.com/hourlyjaeminn/status/1813002259808284722,1.55E+18,hourlyjaeminn,Day 18 with narcissism PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Neutral
1075,1.81E+18,Tue Jul 16 00:20:13 +0000 2024,178,DAY18 ของนิทรรศการแล้ว ขอให้ทุกอย่างผ่านไปด้วยดีอีกวันนึงน้า ขอเชิญชวนนานะบารากิมา rt เมนชั่นให้กำลังใจแจมินกันซักกะนิดค่ะ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,136,447,https://x.com/juumarn/status/1813005683312501153,314344646,juumarn,DAY18 of the exhibition already I hope everything goes well one more day. I'd like to invite Nana Baraki to rt a mention and give Jaemin some encouragement. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1076,1.81E+18,Tue Jul 16 00:07:00 +0000 2024,107,ใครเทรนแท็กให้แจมินวันนี้ขอให้ถูกหวยนะคะะ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,und,0,158,503,https://x.com/onyourjbow/status/1813002355635282256,1.12E+18,onyourjbow,"Whoever is training to tag Jaemin today, I hope you win the lottery. PHOTOGRAPHER JAEMIN 1ST EXHIBITION",Positive
1077,1.81E+18,Tue Jul 16 00:03:00 +0000 2024,17,ขอให้วันนี้เป็นวันที่ดีของทุกคนนะคะะ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,und,0,28,83,https://x.com/onyourjbow/status/1813001349279220014,1.12E+18,onyourjbow,May today be a good day for everyone. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1078,1.81E+18,Tue Jul 16 00:25:42 +0000 2024,3,D18 คุณช่างภาพนาแจมินเก่งมาก ขอบคุณมากๆที่เป็นคนน่ารักและแสนดีขนาดนี้น้า PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,0,8,https://x.com/pisahappybaby/status/1813007061791481925,1679962825,pisahappybaby,"D18 Na Jae Min, the photographer, is very good. Thank you very much for being such a lovely and nice person. PHOTOGRAPHER JAEMIN 1ST EXHIBITION",Positive
1079,1.81E+18,Tue Jul 16 00:13:41 +0000 2024,7,รักแจมิน ภูมิใจทุกวัน ขอบคุณที่ทำงานอย่างหนักเพื่อนคนที่รักได้มากขนาดนี้นะคะ ขอให้แจมินของพวกเราได้รับความรักเยอะๆ น้ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,0,9,https://x.com/LitleJeam/status/1813004036980846906,3491853974,LitleJeam,I love Jaemin. I'm proud of you every day. Thank you for working so hard for the friend I love so much. May our Jaemin receive a lot of love. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1080,1.81E+18,Tue Jul 16 00:01:00 +0000 2024,15,Day 18 ขอให้นิทรรศการวันนี้ผ่านไปอย่างราบรื่น เป็นวันที่ดีขอแจมินนะคะ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,0,44,https://x.com/onyourjbow/status/1813000846067835361,1.12E+18,onyourjbow,Day 18 May today's exhibition go smoothly. It's a good day for Jaemin. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1081,1.81E+18,Tue Jul 16 00:23:11 +0000 2024,15,สวัสดียามเช้านะคะทุกคน นิทรรศการวันนี้เรามาตั้งใจมอบความรักให้แจมกันเยอะ ๆ เลยน้า ขอให้วันนี้เป็นวันที่ดีและราบรื่นอีกหนึ่งวันเลยนะคะ ส่งกำลังใจให้แจมมี่เยอะ ๆ เยย PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,0,28,https://x.com/_bmxxpnp/status/1813006430787805631,9.94E+17,_bmxxpnp,"Good morning everyone. Today's exhibition, let's focus on giving a lot of love to Jam. May today be another good and smooth day. Sending lots of encouragement to Jammy. PHOTOGRAPHER JAEMIN 1ST EXHIBITION",Positive
1082,1.81E+18,Tue Jul 16 00:25:32 +0000 2024,2,จะมีใครใจดีเท่าแจมินอีกมั้ยน้ะ กลัวแฟนคลับจะได้ไปดูนิทรรศการกันไม่ครบ ก็ขยายเวลาเพิ่มรอบให้ถึงสิ้นเดือน ใจดีที่สุดเลยน้ะแจมิน PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,0,22,https://x.com/cchippyy813/status/1813007022549573665,246865045,cchippyy813,"Is there anyone as kind as Jaemin? I'm afraid that fans won't be able to see all the exhibitions. Extended the time to add more rounds until the end of the month. You are the kindest, Jaemin. PHOTOGRAPHER JAEMIN 1ST EXHIBITION",Positive
1083,1.81E+18,Tue Jul 16 00:27:00 +0000 2024,0,day 18 ‍ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/jederojaemitke/status/1813007390348091653,1.30E+18,jederojaemitke,day 18 ‍ JAEMIN PHOTOGRAPHER DEBUT,Positive
1084,1.81E+18,Tue Jul 16 00:09:00 +0000 2024,0,DAY 18 NARCISSISM PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,0,0,0,https://x.com/jmshlovely/status/1813002858729742771,1.23E+18,jmshlovely,DAY 18 NARCISSISM PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Neutral
1085,1.81E+18,Tue Jul 16 00:00:26 +0000 2024,90,Day 18 แล้ เช้านี้รู้สึกดีใจมากๆที่แจมสปอยว่าจะมี MD2 แล้วก็เปิดถึงสิ้นเดือนอีก คุณช่างภาพเราสุดยอดจริงๆ ต้องให้กำลังใจเยอะๆแล้ว PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,62,257,https://x.com/tonyjaem/status/1813000702270271818,2290414357,tonyjaem,"Day 18 already. This morning I'm very happy that Jamspoiler said there will be MD2 and it's open until the end of the month. You, our photographer, are truly amazing. I need a lot of encouragement. PHOTOGRAPHER JAEMIN 1ST EXHIBITION",Positive
1086,1.81E+18,Tue Jul 16 00:14:46 +0000 2024,3,ིྀ wts ปล่อยสิทธิ์รอบหิ้ว เสื้อนิทรรศการแจมิน JAEMIN NARCISSISM T SHIRT BLACK 1 318 รวมส่ง เรากดในช็อปปี้รอบหิ้ว พร้อมส่งในไทย 18 07 เก็บปลายทางส่งสิทธิ์ได้เลยไม่ต้องจ่ายตัง เราเปลี่ยนที่อยู่ให้ค่ะ ขอดูหลักฐานหรือถามพต ทักเดมค่ะ,1.81E+18,th,0,1,0,https://x.com/purrnosadness/status/1813004312328741137,1.65E+18,purrnosadness,"ིྀ wts releases carrying rights Jaemin Exhibition Shirt JAEMIN NARCISSISM T SHIRT BLACK 1 318 including shipping. We press in Shopee to pick up. Ready to send in Thailand 18 07, collect the destination, send right away, no need to pay money. We changed the address for you. Please see the evidence or ask Pot Takdem.",Neutral
1087,1.81E+18,Tue Jul 16 00:12:16 +0000 2024,1,Day 18 PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,0,0,0,https://x.com/prettyredblue/status/1813003682646270432,3099923294,prettyredblue,Day 18 PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Neutral
1088,1.81E+18,Tue Jul 16 00:36:03 +0000 2024,0,Day 18 narcissism PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,0,2,0,https://x.com/lxeejjenno_/status/1813009669331558622,1.61E+18,lxeejjenno_,Day 18 narcissism PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Neutral
1089,1.81E+18,Tue Jul 16 00:47:06 +0000 2024,27,Day 18 ขอให้ทุกอย่างราบรื่น ผ่านไปด้วยดีเหมือนเดิมน้ คุณช่างภาพ เป็นคนที่สุดยอดไปเลย แจมเก่งมากๅๆเลยน้ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,15,63,https://x.com/Katz0/status/1813012448825471106,1.03E+18,Katz0,Day 18 May everything go smoothly. It went well as always. Mr. Photographer is an amazing person. Jam is very good. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1090,1.81E+18,Tue Jul 16 00:06:24 +0000 2024,4,น้องแจมินคือแสนใจดีมาก ขยายเวลานิทรรศการจนถึงสิ้นเดือน 7 เผื่อแฟน ๆ ที่ยังไม่ได้ไป แล้วค่าเช่าสถานที่แถวนั้นก็แพงม้า แต่เขาก็ทำให้ ㅜㅜ น้องน่ารักมากก แสนดีที่สุด รักแจมอะ เรามามอบความรักให้แจมกันเยอะ ๆ เลยนะทุกคน PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,0,6,https://x.com/_bmxxpnp/status/1813002205802471689,9.94E+17,_bmxxpnp,"Little Jaemin is very kind. The exhibition time has been extended until the end of the 7th month for fans who haven't been yet. And renting a place in that area is expensive. But he made ㅜㅜ You're so cute. The best. I love Jam. Let's give Jam a lot of love, everyone. PHOTOGRAPHER JAEMIN 1ST EXHIBITION",Positive
1091,1.81E+18,Tue Jul 16 00:18:51 +0000 2024,0,day 18 with narcissism ‼ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,0,3,0,https://x.com/__231848/status/1813005338309693888,1.79E+18,__231848,day 18 with narcissism ‼ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Neutral
1092,1.81E+18,Tue Jul 16 00:28:02 +0000 2024,1,มีใครจะไปนิทรรศการแจมินรอบที่จะเปิดเพิ่มมั้ยคะ เราแพลนจะไปวันที่ 20 บ่าย ไม่ก็ 21 เช้าคนเดียว หาเพื่อนเดินด้วยกัน หารที่พักด้วยก็ได้ค่ะ,1.81E+18,th,1,2,0,https://x.com/RainbowMintChoc/status/1813007650743066708,1.07E+18,RainbowMintChoc,Is anyone going to go to the upcoming Jaemin exhibition? We plan to go on the 20th in the afternoon or the 21st in the morning alone. Find a friend to walk with. You can also find accommodation.,Positive
1093,1.81E+18,Tue Jul 16 00:08:14 +0000 2024,0,Day 18 with nana ໒ ྀི ॱ꒳ॱ ִ ྀི১ ⠀ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,en,0,0,0,https://x.com/superduperkhai/status/1813002665405915419,1.68E+18,superduperkhai,Day 18 with nana ໒ ྀི ॱ꒳ॱ ִ ྀི১ ⠀ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Neutral
1094,1.81E+18,Tue Jul 16 00:00:00 +0000 2024,5,good mo ning mate a new day is here ︎︎ พบกันในยามเช้า เวลา 7 นาฬิกา แบบนี้เช่นเคย มาเริ่มต้นวันด้วยสิ่งดีๆกันนะคะ ps ขอให้วันนี้เป็นวันที่ดี และมีความสุขในการเทรนด์ให้แจมินค่ะ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,1,15,https://x.com/mrryjenroom/status/1813000595860779485,1.57E+18,mrryjenroom,good mo ning mate a new day is here ︎︎ See you in the morning at 7 o'clock like this as usual. Let's start the day with something good. PS. May today be a good day. And happy to trend for Jaemin. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1095,1.81E+18,Tue Jul 16 00:00:20 +0000 2024,1,ขอให้วันนี้เป็นวันที่ดีของแจมินและทุกคนนะคะ ᵎ ใครไปทำงานขอให้ไม่เปียกฝนใครไปเรียนไปสอบก็ขอให้ทำได้อย่างที่หวังเล PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,1,25,https://x.com/leejegus/status/1813000677901410495,1.39E+18,leejegus,"May today be a good day for Jaemin and everyone. ᵎ Whoever goes to work, I hope that it doesn't get wet in the rain. Whoever goes to study and take exams, I hope that you can do as you hope. PHOTOGRAPHER JAEMIN 1ST EXHIBITION",Positive
1096,1.81E+18,Tue Jul 16 00:00:01 +0000 2024,13,นิทรรศการวันที่ 18 ของแจมิน 3 ขอให้เป็นอังคารสีชมพูที่สดใสของทุกคนนะคะ ขอให้เป็นที่ดีของแจมินและทุกคนน้า อย่าลืมทานข้าวนะคะ ขอให้เป็นวันที่ได้ทานอาหารแร่อยๆเยอะๆเลยค่ะ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,th,0,9,26,https://x.com/twyu__/status/1813000599870263475,1.25E+18,twyu__,Jaemin 3's 18th exhibition. May it be a bright pink Tuesday for everyone. I hope it's good for Jaemin and everyone. Don't forget to eat. May it be a day where you get to eat a lot of mineral food. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1097,1.81E+18,Tue Jul 16 00:00:01 +0000 2024,5,Day 17 w ขอให้วันนี้ราบรื่น ได้รับความรักเยอะๆคั้บ PHOTOGRAPHER JAEMIN 1ST EXHIBITION,1.81E+18,und,0,0,6,https://x.com/LitleJeam/status/1813000600419717278,3491853974,LitleJeam,Day 17 w May today be smooth. Received a lot of love. PHOTOGRAPHER JAEMIN 1ST EXHIBITION,Positive
1098,1.82E+18,Mon Jul 22 06:10:54 +0000 2024,84,รีทวิต แจก BADGE SET 2 รางวัล พรี NARCISSISM ITZAVIBE ปิด 28 07 18 00 ราคาและมัดจำตามภาพ เก็บรอบเดียว ไม่มีเก็บเพิ่ม ค่าส่งเหมา 49 ฿ ส่งกลับเรือ แอร์ มีของแถมทุกออเดอร์,1.82E+18,th,0,0,187,https://x.com/Bypeach00_/status/1815268262642614634,1.65E+18,Bypeach00_,"Retweet, give away BADGE SET, 2 prizes, pre-order NARCISSISM ITZAVIBE, close 28 07 18 00, price and deposit as shown in the picture, collect once, no additional collection, total shipping fee 49 ฿, send back to the air conditioner boat, there are free gifts with every order.",Positive
1099,1.82E+18,Mon Jul 22 02:02:53 +0000 2024,264,วันนี้มีการเปลี่ยนแปลง tagline ใหม่นะคะ rt mt ให้แจมินคนเก่งกันค่า NARCISSISM BY NA JAEMIN,1.82E+18,th,3,370,907,https://x.com/vote_jaeminth/status/1815205846026276882,1.50E+18,vote_jaeminth,Today there is a new tagline change. rt mt Let's give it to the talented Jaemin NARCISSISM BY NA JAEMIN,Positive
